REGIONE;ANNO;STRUTTURA;Totale valore della produzione (A); 	   Totale costi della produzione (B);Totale proventi e oneri finanziari (C); 	   Totale rettifiche di valore di attivita' finanziarie (D);Totale proventi e oneri straordinari (E); 	   Totale imposte e tasse;RISULTATO DI ESERCIZIO
CAMPANIA;2007;MONALDI;181825;179036;-518;0;-5124;7242;-10095
CAMPANIA;2007;SAN GIOVANNI DI DIO E RUG. D`AR.;172840;172499;-861;0;-1447;7950;-9917
CAMPANIA;2007;SAN GIUSEPPE MOSCATI;174198;153449;-357;0;-1258;6029;13105
CAMPANIA;2007;G. RUMMO;129114;116154;-285;0;-1119;5247;6309
CAMPANIA;2007;OSPEDALE MULTIZONALE DI CASERTA;148927;142803;-543;0;-3566;6136;-4121
CAMPANIA;2007;II UNIVERSITA` NAPOLI - EX I POLICLINICO;121144;136555;-472;0;-600;5000;-21483
CAMPANIA;2007;UNIV.STUDI NAPOLI-FEDERICO II-FAC.MEDIC.;206464;246318;-768;0;-840;6104;-47566
CAMPANIA;2007;FONDAZIONE PASCALE CAPPELLA DEI CANGIANI;98343;90530;-823;0;-2418;3313;1259
CAMPANIA;2007;COTUGNO;67608;66721;-22;0;-1055;2557;-2747
CAMPANIA;2007;CONSOLIDATO REGIONALE;8948091;9276866;-94412;-108;-252082;241769;-917146
CAMPANIA;2007;AVELLINO 1;203100;220583;-2035;0;-80;5923;-25521
CAMPANIA;2007;AVELLINO 2;394668;355529;-1608;0;290;4537;33284
CAMPANIA;2007;BENEVENTO 1;365782;371241;-2307;0;-1950;6413;-16129
CAMPANIA;2007;CASERTA 1;512291;546381;-6277;0;2062;11101;-49406
CAMPANIA;2007;CASERTA 2;562813;582021;-4594;0;-30259;11991;-66052
CAMPANIA;2007;NAPOLI 1;1709507;1909580;-36921;0;-24044;46815;-307853
CAMPANIA;2007;NAPOLI 2;614960;638648;-9935;0;-29616;13026;-76265
CAMPANIA;2007;NAPOLI 3;385256;395488;-3122;0;-5902;5920;-25176
CAMPANIA;2007;NAPOLI 4;643864;660533;-4093;0;-12607;10169;-43538
CAMPANIA;2007;NAPOLI 5;765615;774297;-4997;0;-27959;16565;-58203
CAMPANIA;2007;SALERNO 1;509343;546017;-4774;0;-26005;14957;-82410
CAMPANIA;2007;SALERNO 2;597045;619827;-4795;0;-57910;14121;-99608
CAMPANIA;2007;SALERNO 3;398845;392299;-3147;0;-1249;10863;-8713
CAMPANIA;2004;ACCENTRATA REGIONALE;317697;317697;0;0;0;0;0
CAMPANIA;2004;A.O. CARDARELLI;269990;314839;-175;0;-4088;13248;-62360
CAMPANIA;2004;A.O. SANTOBONO-PAUSILLIPON;80845;101009;-73;0;-109;4483;-24829
CAMPANIA;2004;A.O. MONALDI-COTUGNO;144792;166356;-91;0;-3683;7052;-32390
CAMPANIA;2004;A.O. SAN GIOVANNI DI DIO E RUG. D'AR.;141868;157932;-327;0;-2574;7174;-26139
CAMPANIA;2004;A.O. SAN GIUSEPPE MOSCATI;107780;130319;-235;0;27;5625;-28372
CAMPANIA;2004;A.O. G. RUMMO;80851;107352;-284;0;399;4391;-30777
CAMPANIA;2004;A.O. OSPEDALE MULTIZONALE DI CASERTA;108832;134618;-503;0;1084;5904;-31109
CAMPANIA;2004;FONDAZIONE PASCALE;68299;73969;-201;0;-1612;2815;-10298
CAMPANIA;2004;A.O. COTUGNO;58448;61373;-27;0;-469;2404;-5825
CAMPANIA;2004;CONSOLIDATO REGIONALE;7600772;8438873;-42200;0;-172559;210676;-1263536
CAMPANIA;2004;ASL AVELLINO 1;176564;189290;-54;0;3555;4744;-13969
CAMPANIA;2004;ASL AVELLINO 2;276361;308413;-210;0;-3559;4425;-40246
CAMPANIA;2004;ASL BENEVENTO 1;306732;354339;-376;0;-4911;6010;-58904
CAMPANIA;2004;ASL CASERTA 1;418722;520365;-1676;0;-19596;12057;-134972
CAMPANIA;2004;ASL CASERTA 2;408627;539924;-5679;0;-4121;12136;-153233
CAMPANIA;2004;ASL NAPOLI 1;1247942;1739299;-13444;0;-59858;40679;-605338
CAMPANIA;2004;ASL NAPOLI 2;406279;588563;-2331;0;-36982;11301;-232898
CAMPANIA;2004;ASL NAPOLI 3;297903;361379;-2740;0;12165;5728;-59779
CAMPANIA;2004;ASL NAPOLI 4;496106;592999;-3263;0;-20455;8973;-129584
CAMPANIA;2004;ASL NAPOLI 5;603122;772127;-3828;0;-10704;15186;-198723
CAMPANIA;2004;ASL SALERNO 1;395115;497707;-2598;0;-11582;13351;-130123
CAMPANIA;2004;ASL SALERNO 2;491448;570061;-3447;0;6561;12952;-88451
CAMPANIA;2004;ASL SALERNO 3;311276;354468;-658;0;-8371;10103;-62324
CAMPANIA;2005;ACCENTRATA REGIONALE;92327;81965;0;0;-10362;0;0
CAMPANIA;2005;CARDARELLI;289973;354258;-1434;0;-7863;13623;-87205
CAMPANIA;2005;SANTOBONO-PAUSILLIPON;88036;103496;-546;0;-1585;4813;-22404
CAMPANIA;2005;MONALDI;161302;177324;-225;0;262;7027;-23012
CAMPANIA;2005;SAN GIOVANNI DI DIO E RUG. D`AR.;153286;172473;-1271;0;-2327;7490;-30275
CAMPANIA;2005;SAN GIUSEPPE MOSCATI;142923;154201;-540;0;-1698;5976;-19492
CAMPANIA;2005;G. RUMMO;107731;115345;-466;0;-5316;5271;-18667
CAMPANIA;2005;OSPEDALE MULTIZONALE DI CASERTA;129765;145202;-1234;0;-1156;6308;-24135
CAMPANIA;2005;FONDAZIONE PASCALE CAPPELLA DEI CANGIANI;69548;77828;-402;0;-4933;2970;-16585
CAMPANIA;2005;COTUGNO;59890;66659;4;0;-1799;2513;-11077
CAMPANIA;2005;CONSOLIDATO REGIONALE;7969202;9168055;-85228;0;-320081;231600;-1835762
CAMPANIA;2005;AVELLINO 1;181647;200006;-161;0;-2435;4469;-25424
CAMPANIA;2005;AVELLINO 2;309307;323019;-1640;0;-3770;4575;-23697
CAMPANIA;2005;BENEVENTO 1;317580;363928;-1891;0;-10164;6401;-64804
CAMPANIA;2005;CASERTA 1;456195;539838;-5880;0;-34125;11613;-135261
CAMPANIA;2005;CASERTA 2;487272;601599;-5655;0;-24725;12374;-157081
CAMPANIA;2005;NAPOLI 1;1408625;1866175;-30246;0;-129856;42512;-660164
CAMPANIA;2005;NAPOLI 2;522613;636158;-3856;0;-15855;11482;-144738
CAMPANIA;2005;NAPOLI 3;332529;397513;-1803;0;-11244;6292;-84323
CAMPANIA;2005;NAPOLI 4;559314;619991;-5796;0;-16951;8953;-92377
CAMPANIA;2005;NAPOLI 5;677288;846544;-6647;0;-14858;16737;-207498
CAMPANIA;2005;SALERNO 1;438180;540057;-5757;0;-4406;13812;-125852
CAMPANIA;2005;SALERNO 2;523479;605565;-5011;0;-27236;14842;-129175
CAMPANIA;2005;SALERNO 3;332181;383880;-2389;0;-12479;10658;-77225
CAMPANIA;2008;ACCENTRATA REGIONALE;385520;385520;0;0;0;0;0
CAMPANIA;2008;CARDARELLI;341791;397381;-1687;0;-6944;17030;-81251
CAMPANIA;2008;SANTOBONO-PAUSILLIPON;108423;104406;-327;-6;1074;4757;1
CAMPANIA;2008;MONALDI;185664;179634;-781;0;-266;7225;-2242
CAMPANIA;2008;SAN GIOVANNI DI DIO E RUG. D`AR.;178563;177027;-362;0;280;8023;-6569
CAMPANIA;2008;SAN GIUSEPPE MOSCATI;184313;160668;-334;0;-1274;6414;15623
CAMPANIA;2008;G. RUMMO;136755;118992;-295;0;-1179;4848;11441
CAMPANIA;2008;OSPEDALE MULTIZONALE DI CASERTA;153689;146658;-549;0;-4225;6302;-4045
CAMPANIA;2008;II UNIVERSITA` NAPOLI - EX I POLICLINICO;120676;138038;-1650;0;1005;4729;-22736
CAMPANIA;2008;UNIV.STUDI NAPOLI-FEDERICO II-FAC.MEDIC.;210032;266533;-935;0;-102;7316;-64854
CAMPANIA;2008;FONDAZIONE PASCALE CAPPELLA DEI CANGIANI;111979;105053;-280;0;-583;3419;2644
CAMPANIA;2008;COTUGNO;70111;70381;-92;0;796;2416;-1982
CAMPANIA;2008;CONSOLIDATO REGIONALE;9323594;9787338;-68954;-6;-108108;249124;-889936
CAMPANIA;2008;AVELLINO 1;204544;224201;-1625;0;3682;5500;-23100
CAMPANIA;2008;AVELLINO 2;379271;357752;-235;0;-579;4830;15875
CAMPANIA;2008;BENEVENTO 1;369471;377418;-349;0;-27;6605;-14928
CAMPANIA;2008;CASERTA 1;519300;540889;-2879;0;-5076;11357;-40901
CAMPANIA;2008;CASERTA 2;581486;609919;-4263;0;10629;12508;-34575
CAMPANIA;2008;NAPOLI 1;1603421;1996810;-22305;0;31614;48158;-432238
CAMPANIA;2008;NAPOLI 2;643658;659682;-9221;0;24573;12162;-12834
CAMPANIA;2008;NAPOLI 3;403790;426219;-4987;0;7854;6437;-25999
CAMPANIA;2008;NAPOLI 4;668184;653201;-3224;0;-2868;9386;-495
CAMPANIA;2008;NAPOLI 5;759100;807789;-20613;0;-15291;17066;-101659
CAMPANIA;2008;SALERNO 1;525445;597857;-445;0;-47541;15282;-135680
CAMPANIA;2008;SALERNO 2;603345;639970;-2063;0;-42702;15913;-97303
CAMPANIA;2008;SALERNO 3;409114;422581;-3413;0;-11241;11441;-39562
CAMPANIA;2009;ACCENTRATA REGIONALE;183788;183788;0;0;0;0;0
CAMPANIA;2009;OSPEDALE MULTIZONALE DI CASERTA;155377;154084;-541;0;-3318;6132;-8698
CAMPANIA;2009;UNIV.STUDI NAPOLI-FEDERICO II-FAC.MEDIC.;212301;252689;-1246;0;6773;7063;-41924
CAMPANIA;2009;CARDARELLI;360182;407934;-5071;0;-7481;17799;-78103
CAMPANIA;2009;SANTOBONO-PAUSILLIPON;112104;102797;-146;0;529;4683;5007
CAMPANIA;2009;MONALDI;190023;187112;-99;0;-4379;7005;-8572
CAMPANIA;2009;SAN GIOVANNI DI DIO E RUG. D`AR.;183952;179662;-1244;0;158;8141;-4937
CAMPANIA;2009;ASL AVELLINO;586181;572723;-1095;0;-1960;9906;497
CAMPANIA;2009;ASL BENEVENTO;370094;398853;-23;0;-474;6716;-35972
CAMPANIA;2009;ASL CASERTA;1106118;1138742;-6057;0;-11404;23174;-73259
CAMPANIA;2009;NUOVA ASL NAPOLI 1 CENTRO;1698471;2007138;-21640;0;-21781;48798;-400886
CAMPANIA;2009;NUOVA ASL NAPOLI 2 NORD;1084690;1118659;-6111;0;-23685;20253;-84018
CAMPANIA;2009;NUOVA ASL NAPOLI 3 SUD;1436502;1434167;-18346;0;-67799;24019;-107829
CAMPANIA;2009;ASL SALERNO;1568923;1660761;-2171;0;-113762;42827;-250598
CAMPANIA;2009;COTUGNO;71058;72584;-248;0;-1293;2416;-5483
CAMPANIA;2009;II UNIVERSITA` NAPOLI - EX I POLICLINICO;122563;141320;-759;0;-2325;4394;-26235
CAMPANIA;2009;CONSOLIDATO REGIONALE;9508624;9836826;-65268;0;-210832;248894;-853196
CAMPANIA;2009;FONDAZIONE PASCALE CAPPELLA DEI CANGIANI;121206;109957;-204;0;-634;3581;6830
CAMPANIA;2009;SAN GIUSEPPE MOSCATI;191711;167799;25;0;-205;6524;17208
CAMPANIA;2009;G. RUMMO;139551;121179;-305;0;-3096;5460;9511
CAMPANIA;2010;ACCENTRATA REGIONALE;252899;253229;0;0;330;0;0
CAMPANIA;2010;OSPEDALE MULTIZONALE DI CASERTA;156901;162896;-266;0;-4140;6142;-16543
CAMPANIA;2010;UNIV.STUDI NAPOLI-FEDERICO II-FAC.MEDIC.;213425;248240;-551;0;802;7353;-41917
CAMPANIA;2010;CARDARELLI;363092;371367;-1486;0;17907;13932;-5786
CAMPANIA;2010;SANTOBONO-PAUSILLIPON;102422;102115;-47;0;1094;4710;-3356
CAMPANIA;2010;MONALDI;191182;192152;-258;0;-14042;7127;-22397
CAMPANIA;2010;SAN GIOVANNI DI DIO E RUG. D`AR.;186314;187385;-579;0;1410;8101;-8341
CAMPANIA;2010;ASL AVELLINO;593248;594978;-1085;0;5840;10086;-7061
CAMPANIA;2010;ASL BENEVENTO;340019;360849;-9;0;-360;7009;-28208
CAMPANIA;2010;ASL CASERTA;1141616;1133922;-4430;0;-20297;23717;-40750
CAMPANIA;2010;NUOVA ASL NAPOLI 1 CENTRO;1578102;1990304;-4486;0;4109;47684;-460263
CAMPANIA;2010;NUOVA ASL NAPOLI 2 NORD;1205463;1206963;-9737;0;-13297;19713;-44247
CAMPANIA;2010;NUOVA ASL NAPOLI 3 SUD;1318873;1300992;-10057;0;-48644;22970;-63790
CAMPANIA;2010;ASL SALERNO;1615188;1722730;-12450;-189;-81096;43446;-244723
CAMPANIA;2010;COTUGNO;75017;74639;-72;0;793;2394;-1295
CAMPANIA;2010;II UNIVERSITA` NAPOLI - EX I POLICLINICO;121223;133900;-354;0;646;4244;-16629
CAMPANIA;2010;CONSOLIDATO REGIONALE;9635249;9850051;-46945;-189;-88942;243962;-594840
CAMPANIA;2010;FONDAZIONE PASCALE CAPPELLA DEI CANGIANI;119149;112894;-76;0;2201;3806;4574
CAMPANIA;2010;SAN GIUSEPPE MOSCATI;176549;170012;-920;0;1164;6393;388
CAMPANIA;2010;G. RUMMO;122965;126025;-82;0;-1299;5135;-9576
MOLISE;2002;ASL BASSO MOLISE;118635;119752;-224;0;-41;3786;-5168
MOLISE;2002;ASL ALTO MOLISE;23857;23100;0;0;23;925;-145
MOLISE;2002;ASL PENTRIA;99308;103257;-202;0;-3047;3260;-10458
MOLISE;2002;ASL CENTRO MOLISE;185078;176332;-99;0;229;4964;3912
MOLISE;2003;ACCENTRATA REGIONALE;37919;37919;0;0;0;0;0
MOLISE;2003;ASL ALTO MOLISE;24356;23270;0;0;-134;951;1
MOLISE;2003;ASL PENTRIA;98815;104730;-305;0;-3584;3218;-13022
MOLISE;2003;CONSOLIDATO REGIONALE;432214;488276;-683;0;-35319;12904;-104968
MOLISE;2003;ASL BASSO MOLISE;117607;131461;-62;0;-371;3814;-18101
MOLISE;2003;ASL CENTRO MOLISE;153517;190896;-316;0;-31230;4921;-73846
MOLISE;2001;ASL BASSO MOLISE;116610;121545;-204;0;1764;3902;-7277
MOLISE;2001;ASL ALTO MOLISE;23417;22473;0;0;-17;926;1
MOLISE;2001;ASL PENTRIA;92374;101477;-189;0;-854;3399;-13545
MOLISE;2001;ASL CENTRO MOLISE;155998;165082;-70;0;-3082;4633;-16869
MOLISE;2006;ACCENTRATA REGIONALE;92754;76761;0;0;0;0;15993
MOLISE;2006;ASREM;506112;505844;-300;0;135;15961;-15858
MOLISE;2006;CONSOLIDATO REGIONALE;598866;582605;-300;0;135;15961;135
MOLISE;2007;ACCENTRATA REGIONALE;82281;88229;0;0;7039;0;1091
MOLISE;2007;ASREM;478754;525057;-1506;0;-7584;16318;-71711
MOLISE;2007;CONSOLIDATO REGIONALE;561035;613286;-1506;0;-545;16318;-70620
MOLISE;2004;ACCENTRATA REGIONALE;44126;42549;0;0;0;0;1577
MOLISE;2004;ASL ALTO MOLISE;23383;24158;-12;0;-250;968;-2005
MOLISE;2004;ASL PENTRIA;98624;110127;-149;0;-6333;3364;-21349
MOLISE;2004;CONSOLIDATO REGIONALE;427421;509312;-405;0;-4106;14144;-100546
MOLISE;2004;ASL BASSO MOLISE;111079;140744;-81;0;-622;4281;-34649
MOLISE;2004;ASL CENTRO MOLISE;150209;191734;-163;0;3099;5531;-44120
MOLISE;2005;ACCENTRATA REGIONALE;89264;75059;0;0;-36727;0;-22522
MOLISE;2005;ALTO MOLISE;23938;26521;-61;0;-1654;1190;-5488
MOLISE;2005;PENTRIA;113677;120940;-363;0;-15586;3428;-26640
MOLISE;2005;CONSOLIDATO REGIONALE;526747;578034;-1588;0;-68035;14908;-135818
MOLISE;2005;BASSO MOLISE;125702;150325;-527;0;-7540;4606;-37296
MOLISE;2005;CENTRO MOLISE;174166;205189;-637;0;-6528;5684;-43872
MOLISE;2008;ACCENTRATA REGIONALE;88950;98149;0;0;7;0;-9192
MOLISE;2008;ASREM;492163;537613;-1115;0;-6835;17248;-70648
MOLISE;2008;CONSOLIDATO REGIONALE;581113;635762;-1115;0;-6828;17248;-79840
MOLISE;2009;ACCENTRATA REGIONALE;103496;102527;0;0;0;0;969
MOLISE;2009;ASREM;493239;549639;-1762;0;-4436;16839;-79437
MOLISE;2009;CONSOLIDATO REGIONALE;596735;652166;-1762;0;-4436;16839;-78468
MOLISE;2010;ACCENTRATA REGIONALE;110654;107318;0;0;2720;0;6056
MOLISE;2010;ASREM;496678;540630;-4433;0;-5564;16425;-70374
MOLISE;2010;CONSOLIDATO REGIONALE;607332;647948;-4433;0;-2844;16425;-64318
LIGURIA;2002;A.O. SAN MARTINO;345280;333156;-1212;0;-1520;13447;-4055
LIGURIA;2002;ASL IMPERIESE;378646;372229;-43;0;-496;7144;-1266
LIGURIA;2002;ASL SAVONESE;493228;487294;-153;0;63;8759;-2915
LIGURIA;2002;ASL GENOVESE;1169142;1158626;-385;0;-145;13866;-3880
LIGURIA;2002;ASL CHIAVARESE;271181;267251;-60;0;358;5222;-994
LIGURIA;2002;ASL SPEZZINO;324826;321127;-125;0;1117;7645;-2954
LIGURIA;2002;A.O. SANTA CORONA;96799;94018;-251;0;492;4233;-1211
LIGURIA;2002;A.O. OSPEDALE AZIENDA 'VILLA SCASSI';84614;80430;-193;0;-93;3872;26
LIGURIA;2003;ACCENTRATA REGIONALE;279333;293699;0;0;0;0;-14366
LIGURIA;2003;A.O. SAN MARTINO;357319;339351;-1146;0;-9565;13442;-6185
LIGURIA;2003;ASL IMPERIESE;385324;377498;-189;0;-312;7636;-311
LIGURIA;2003;ASL SAVONESE;506563;505451;-143;0;7523;8906;-414
LIGURIA;2003;ASL GENOVESE;1192019;1176202;-897;0;-96;14819;5
LIGURIA;2003;ASL CHIAVARESE;277846;274878;-337;0;351;5401;-2419
LIGURIA;2003;ASL SPEZZINO;343259;338642;-231;0;-456;7726;-3796
LIGURIA;2003;CONSOLIDATO REGIONALE;2636248;2583847;-3548;0;-1242;65683;-18072
LIGURIA;2003;ISTITUTO G.GASLINI - GENOVA;130495;122377;-118;0;443;5612;2831
LIGURIA;2003;A.O. SANTA CORONA;100114;95809;-302;0;-45;3961;-3
LIGURIA;2003;IST.SCIENT.PER STUDIO E CURA DEI TUMORI;55727;54315;-325;0;642;2169;-440
LIGURIA;2003;A.O. OSPEDALE AZIENDA 'VILLA SCASSI';92452;88744;-303;0;389;3792;2
LIGURIA;2001;AO SAN MARTINO;328112;314489;-968;0;194;12849;0
LIGURIA;2001;ASL IMPERIESE;370413;363019;-58;0;-519;6817;0
LIGURIA;2001;ASL SAVONESE;478032;469015;-279;0;-358;8380;0
LIGURIA;2001;ASL GENOVESE;1114464;1099594;-721;0;-625;13521;3
LIGURIA;2001;ASL CHIAVARESE;264948;259910;-156;0;187;5069;0
LIGURIA;2001;ASL SPEZZINO;331254;323236;-133;0;-423;7460;2
LIGURIA;2001;AO SANTA CORONA;96126;91415;-206;0;-871;3634;0
LIGURIA;2001;AO OSPEDALE AZIENDA 'VILLA SCASSI';80557;76835;-199;0;-43;3268;212
LIGURIA;2006;ACCENTRATA REGIONALE;176976;174908;0;0;-6929;0;-4861
LIGURIA;2006;SAN MARTINO;397982;393822;-2125;0;-1647;14830;-14442
LIGURIA;2006;IMPERIESE;325415;339212;-359;0;-165;9022;-23343
LIGURIA;2006;SAVONESE;489253;492931;-831;0;1059;10003;-13453
LIGURIA;2006;GENOVESE;1164503;1265253;-1593;0;73;17156;-119426
LIGURIA;2006;CHIAVARESE;253903;256020;-450;9;843;5741;-7456
LIGURIA;2006;SPEZZINO;358986;399763;-1136;0;-189;9127;-51229
LIGURIA;2006;CONSOLIDATO REGIONALE;3099103;3107729;-8471;9;-4037;82030;-103155
LIGURIA;2006;ISTITUTO GIANNINA GASLINI;147109;146687;-130;0;-846;5969;-6523
LIGURIA;2006;SANTA CORONA;122615;122433;-697;0;17;4853;-5351
LIGURIA;2006;IST.SCIENT.PER STUDIO E CURA DEI TUMORI;51393;59702;-648;0;29;2367;-11295
LIGURIA;2006;OSPEDALE AZIENDA `VILLA SCASSI`;108528;106560;-670;0;3645;4581;362
LIGURIA;2007;ACCENTRATA REGIONALE;263935;226204;0;0;-38000;0;-269
LIGURIA;2007;SAN MARTINO;413519;396912;-2344;0;-194;14309;-240
LIGURIA;2007;IMPERIESE;361057;353105;-297;0;-150;9031;-1526
LIGURIA;2007;SAVONESE;503898;495792;-1109;0;12;9974;-2965
LIGURIA;2007;GENOVESE;1235667;1276768;-1808;0;916;17230;-59223
LIGURIA;2007;CHIAVARESE;262322;258613;-360;1;46;6332;-2936
LIGURIA;2007;SPEZZINO;389891;401541;-1013;0;-365;8541;-21569
LIGURIA;2007;CONSOLIDATO REGIONALE;3209338;3229906;-8672;10;-33956;82491;-145677
LIGURIA;2007;ISTITUTO GIANNINA GASLINI;151438;149297;-152;0;-759;5297;-4067
LIGURIA;2007;SANTA CORONA;125605;124357;-334;0;-7;4776;-3869
LIGURIA;2007;IST.SCIENT.PER STUDIO E CURA DEI TUMORI;64572;61517;-927;0;250;2337;41
LIGURIA;2007;OSPEDALE AZIENDA `VILLA SCASSI`;109990;107156;-328;0;4286;4731;2061
LIGURIA;2004;ACCENTRATA REGIONALE;156570;176078;0;0;0;0;-19508
LIGURIA;2004;A.O. SAN MARTINO;371076;375151;-1295;0;-1243;14455;-21068
LIGURIA;2004;ASL IMPERIESE;408434;419606;-118;0;-569;8527;-20386
LIGURIA;2004;ASL SAVONESE;537375;567496;-281;0;-1813;9564;-41779
LIGURIA;2004;ASL GENOVESE;1228137;1277349;-783;0;-247;16880;-67122
LIGURIA;2004;ASL CHIAVARESE;294474;306947;-398;0;-111;5819;-18801
LIGURIA;2004;ASL SPEZZINO;349976;387360;-882;0;-840;8942;-48048
LIGURIA;2004;CONSOLIDATO REGIONALE;2821877;2977340;-4869;0;-23501;79494;-263327
LIGURIA;2004;ISTITUTO G.GASLINI - GENOVA;136518;131355;-102;0;759;6032;-212
LIGURIA;2004;A.O. SANTA CORONA;107367;118412;-479;0;-14;4284;-15822
LIGURIA;2004;IST.SCIENT.PER STUDIO E CURA DEI TUMORI;54513;60339;-410;0;346;2230;-8120
LIGURIA;2004;A.O. OSPEDALE AZIENDA 'VILLA SCASSI';106938;102638;-192;0;-96;4296;-284
LIGURIA;2005;ACCENTRATA REGIONALE;193027;187159;0;0;-19200;0;-13332
LIGURIA;2005;SAN MARTINO;372853;391227;-1200;0;-2384;14448;-36406
LIGURIA;2005;IMPERIESE;332038;329345;-352;0;-538;8298;-6495
LIGURIA;2005;SAVONESE;462943;481349;-386;0;-53;9690;-28535
LIGURIA;2005;GENOVESE;1177723;1236266;-547;0;-4729;16435;-80254
LIGURIA;2005;CHIAVARESE;242773;247735;-340;10;-995;5772;-12059
LIGURIA;2005;SPEZZINO;365544;395969;-675;0;1431;8306;-37975
LIGURIA;2005;CONSOLIDATO REGIONALE;2905011;3051067;-4737;10;-24588;78303;-253674
LIGURIA;2005;ISTITUTO GIANNINA GASLINI;106360;138745;-108;0;298;5784;-37979
LIGURIA;2005;SANTA CORONA;110519;115287;-590;0;14;4609;-9953
LIGURIA;2005;IST.SCIENT.PER STUDIO E CURA DEI TUMORI;47183;63597;-435;0;-30;2200;-19079
LIGURIA;2005;OSPEDALE AZIENDA `VILLA SCASSI`;101976;109793;-346;0;1992;4484;-10655
LIGURIA;2008;ACCENTRATA REGIONALE;247101;250924;0;0;0;0;-3823
LIGURIA;2008;SAN MARTINO;420870;414030;-1222;0;-711;14510;-9603
LIGURIA;2008;IMPERIESE;370166;363284;-253;0;868;9282;-1785
LIGURIA;2008;SAVONESE;563109;571024;-292;0;-194;12781;-21182
LIGURIA;2008;GENOVESE;1234960;1285663;-611;0;-774;19427;-71515
LIGURIA;2008;CHIAVARESE;271673;268457;-123;2;776;6104;-2233
LIGURIA;2008;SPEZZINO;401567;417581;-582;0;872;8765;-24489
LIGURIA;2008;CONSOLIDATO REGIONALE;3347041;3354991;-4023;2;1667;84333;-94637
LIGURIA;2008;ISTITUTO GIANNINA GASLINI;160466;155466;-2;0;450;6237;-789
LIGURIA;2008;SANTA CORONA;64625;64532;-95;0;-24;2248;-2274
LIGURIA;2008;IST.SCIENT.PER STUDIO E CURA DEI TUMORI;62407;68367;-723;0;-73;2540;-9296
LIGURIA;2008;OSPEDALE AZIENDA `VILLA SCASSI`;57080;54718;-123;0;582;2409;412
LIGURIA;2009;ACCENTRATA REGIONALE;258660;262517;0;0;0;0;-3857
LIGURIA;2009;SAN MARTINO;441599;432254;-1337;0;-1706;14803;-8501
LIGURIA;2009;IMPERIESE;383234;379849;-10;0;343;9569;-5851
LIGURIA;2009;SAVONESE;600299;596214;-136;0;318;15704;-11437
LIGURIA;2009;GENOVESE;1318267;1313015;-598;0;-1739;21743;-18828
LIGURIA;2009;CHIAVARESE;270801;269434;-25;1;585;6341;-4413
LIGURIA;2009;SPEZZINO;428408;427463;-92;0;687;8680;-7140
LIGURIA;2009;CONSOLIDATO REGIONALE;3447048;3470259;-2435;1;-607;85779;-112031
LIGURIA;2009;ISTITUTO GIANNINA GASLINI;164098;161060;-100;0;133;6346;-3275
LIGURIA;2009;IST.SCIENT.PER STUDIO E CURA DEI TUMORI;74884;73184;-137;0;-144;2593;-1174
LIGURIA;2010;ACCENTRATA REGIONALE;235088;245674;0;0;0;0;-10586
LIGURIA;2010;SAN MARTINO;441719;438803;-2220;0;-3120;15026;-17450
LIGURIA;2010;IMPERIESE;376819;383356;-187;0;5678;9710;-10756
LIGURIA;2010;SAVONESE;589117;595956;-333;0;9779;16088;-13481
LIGURIA;2010;GENOVESE;1311889;1315744;-1118;0;2531;21904;-24346
LIGURIA;2010;CHIAVARESE;271680;272381;-77;1;2821;6311;-4267
LIGURIA;2010;SPEZZINO;428958;434557;95;0;8516;8661;-5649
LIGURIA;2010;CONSOLIDATO REGIONALE;3448040;3482121;-4109;1;28474;86951;-96666
LIGURIA;2010;ISTITUTO GIANNINA GASLINI;165240;167812;-140;0;316;6554;-8950
LIGURIA;2010;IST.SCIENT.PER STUDIO E CURA DEI TUMORI;74659;75645;-129;0;2379;2697;-1433
SARDEGNA;2002;ASL SASSARI;394275;457505;-680;0;-3205;15554;-82669
SARDEGNA;2002;ASL OLBIA;112901;121464;-49;0;-417;4008;-13037
SARDEGNA;2002;ASL NUORO;219094;249096;-2350;0;-1067;6619;-40038
SARDEGNA;2002;ASL LANUSEI;55745;60814;-666;0;-592;1580;-7907
SARDEGNA;2002;ASL ORISTANO;154806;158623;-503;0;-678;4585;-9583
SARDEGNA;2002;ASL SANLURI;108789;115561;-954;0;-1564;2748;-12038
SARDEGNA;2002;ASL CARBONIA;160482;168353;-2222;0;-616;6350;-17059
SARDEGNA;2002;ASL CAGLIARI;555233;653861;-254;0;-3220;17801;-119903
SARDEGNA;2002;A.O. OSPEDALE BROTZU;124614;127054;-184;0;2888;5738;-5474
SARDEGNA;2003;ACCENTRATA REGIONALE;80967;80967;0;0;0;0;0
SARDEGNA;2003;ASL SASSARI;428904;478717;-792;0;-8694;14241;-73540
SARDEGNA;2003;ASL OLBIA;128186;127433;-82;0;-128;3651;-3108
SARDEGNA;2003;ASL NUORO;241993;251248;-2067;0;1956;8515;-17881
SARDEGNA;2003;ASL LANUSEI;61578;63321;-520;0;-151;1528;-3942
SARDEGNA;2003;ASL ORISTANO;169485;166612;-282;-8764;2772;4669;-8070
SARDEGNA;2003;ASL SANLURI;124141;120963;-131;0;-1063;2860;-876
SARDEGNA;2003;ASL CARBONIA;182532;182879;-2128;0;-220;5513;-8208
SARDEGNA;2003;ASL CAGLIARI;607075;658897;-169;0;-2795;18033;-72819
